source,product_name,product_type,brand,price,currency,stock_status,blade_count,ratchet_count,bit_count,launcher_count,stadium_count,bey_count,launcher_included,stadium_included,description_text,listing_url,snapshot_date,listing_id,product_code,ratchet,bit,blade,blade_match_status,composition_status,package_bey_count,package_usage_mean,package_usage_max,package_top_cuts_mean,package_top_cuts_max,package_first_rate_mean,package_first_rate_max,package_win_share_mean,package_win_share_max,package_match_coverage,package_meta_coverage,in_stock
Rucua,BX-00 Booster Drigger Slash 4-80P,Booster,Takara Tomy,599.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-drigger-slash-4-80p,2026-09-21,rucua_bx-00-booster-drigger-slash-4-80p,BX-00,4-80,P,Driger Slash,matched,resolved,1.0,4.333333333333333,12.5,417.3333333333333,1205.0,25.5,31.5,3.9333333333333336,11.5,1.0,1.0,1
Rucua,BX-00 Booster Hells Chain 5-60HT Metal Coat: Black,Booster,Takara Tomy,1099.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-hells-chain-5-60ht-metal-coat-black,2026-09-21,rucua_bx-00-booster-hells-chain-5-60ht-metal-coat-black,BX-00,5-60,HT,Hells Chain,matched,resolved,1.0,9.366666666666665,26.2,903.6666666666666,2532.0,28.96666666666667,32.5,8.833333333333334,25.0,1.0,1.0,1
Rucua,BX-00 Booster Hell's Scythe 4-60T Metal Coat: Gold,Booster,Takara Tomy,1999.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-hells-size-4-60t-metal-coat-gold,2026-09-21,rucua_bx-00-booster-hells-size-4-60t-metal-coat-gold,BX-00,4-60,T,Hells Scythe,matched,resolved,1.0,3.9333333333333336,6.2,379.6666666666667,602.0,30.066666666666666,32.7,3.466666666666667,5.5,1.0,1.0,1
Rucua,BX-00 Booster Leon Claw 5-60P Metal Coat: Gold,Booster,Takara Tomy,1699.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-leon-claw-5-60p-metal-coat-gold,2026-09-21,rucua_bx-00-booster-leon-claw-5-60p-metal-coat-gold,BX-00,5-60,P,Leon Claw,matched,resolved,1.0,12.966666666666667,26.2,1252.6666666666667,2532.0,29.266666666666666,32.5,12.233333333333334,25.0,1.0,1.0,1
Rucua,BX-00 Booster Mammoth Task Metal Coat: Black,Booster,Takara Tomy,1099.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-mammoth-task-metal-coat-black,2026-09-21,rucua_bx-00-booster-mammoth-task-metal-coat-black,BX-00,,,Tusk Mammoth,matched,resolved,1.0,0.2,0.2,23.0,23.0,43.5,43.5,0.3,0.3,0.3333333333333333,0.3333333333333333,1
Rucua,BX-00 Booster Rock Leone 6-80GN,Booster,Takara Tomy,799.0,MXN,OutOfStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-rock-leone-6-80gn,2026-09-21,rucua_bx-00-booster-rock-leone-6-80gn,BX-00,6-80,GN,Rock Leone,matched,resolved,1.0,0.20000000000000004,0.3,19.666666666666668,28.0,15.366666666666665,21.4,0.10000000000000002,0.2,1.0,1.0,0
Rucua,BX-00 Booster Shark Edge 5-60GF Metal Coat: Blue,Booster,Takara Tomy,1799.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-booster-shark-edge-5-60gf-metal-coat-blue,2026-09-21,rucua_bx-00-booster-shark-edge-5-60gf-metal-coat-blue,BX-00,5-60,GF,Shark Edge,matched,resolved,1.0,10.299999999999999,26.2,996.3333333333334,2532.0,29.099999999999998,32.5,9.6,25.0,1.0,1.0,1
Rucua,BX-00 Starter Cobalt Dragoon 9-60F Metal Coat: White J.League Ver.,Starter,Takara Tomy,1999.0,MXN,OutOfStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), planilla de stickers (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-cobalt-dragoon-9-60f-metal-coat-white-j-league-ver,2026-09-21,rucua_bx-00-cobalt-dragoon-9-60f-metal-coat-white-j-league-ver,BX-00,9-60,F,Cobalt Dragoon,matched,resolved,1.0,31.566666666666666,67.9,3048.3333333333335,6555.0,30.433333333333334,34.1,31.066666666666666,67.4,1.0,1.0,0
Rucua,BX-00 CoroCoro Croc Crunch 2-60Q Metal Coat: Green,Other,Takara Tomy,1999.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1).",https://rucua.com/products/bx-00-corocoro-croc-crunch-2-60q-metal-coat-green,2026-09-21,rucua_bx-00-corocoro-croc-crunch-2-60q-metal-coat-green,BX-00,2-60,Q,Bite Croc,matched,resolved,1.0,0.5,0.6,46.333333333333336,58.0,24.933333333333337,37.0,0.3666666666666667,0.5,1.0,1.0,1
Rucua,BX-00 CoroCoro Dran Sword Blade Metal Coat: Blue,Other,Takara Tomy,959.0,MXN,InStock,1,0,0,0,0,0,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1).",https://rucua.com/products/bx-00-corocoro-dran-sword-blade-metal-coat-blue,2026-09-21,rucua_bx-00-corocoro-dran-sword-blade-metal-coat-blue,BX-00,,,Dran Sword,matched,resolved,1.0,1.8,1.8,174.0,174.0,27.6,27.6,1.5,1.5,0.3333333333333333,0.3333333333333333,1
Rucua,BX-00 CoroCoro Hells Scythe 3-80F 3 in 1,Other,Takara Tomy,2799.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-corocoro-hells-scythe-3-80f-3-in-1,2026-09-21,rucua_bx-00-corocoro-hells-scythe-3-80f-3-in-1,BX-00,3-80,F,Hells Scythe,matched,resolved,1.0,2.566666666666667,3.2,248.66666666666666,313.0,27.233333333333334,32.7,2.066666666666667,2.8,1.0,1.0,1
Rucua,BX-00 CoroCoro Phoenix Feather Apendix,Other,Takara Tomy,999.0,MXN,InStock,1,0,0,0,0,0,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1).",https://rucua.com/products/bx-00-corocoro-phoenix-feather-apendix,2026-09-21,rucua_bx-00-corocoro-phoenix-feather-apendix,BX-00,,,Phoenix Feather,matched,resolved,1.0,0.3,0.3,28.0,28.0,14.3,14.3,0.1,0.1,0.3333333333333333,0.3333333333333333,1
Rucua,BX-00 CoroCoro Phoenix Feather Blade Metal Coat: Orange,Other,Takara Tomy,1899.0,MXN,OutOfStock,1,0,0,0,0,0,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1).",https://rucua.com/products/bx-00-corocoro-phoenix-feather-blade-metal-coat-orange,2026-09-21,rucua_bx-00-corocoro-phoenix-feather-blade-metal-coat-orange,BX-00,,,Phoenix Feather,matched,resolved,1.0,0.3,0.3,28.0,28.0,14.3,14.3,0.1,0.1,0.3333333333333333,0.3333333333333333,0
Rucua,BX-00 CoroCoro Phoenix Wing 9-80DB Metal Coat: Navy,Other,Takara Tomy,6599.0,MXN,OutOfStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1).",https://rucua.com/products/bx-00-corocoro-phoenix-wing-9-80db-metal-coat-navy,2026-09-21,rucua_bx-00-corocoro-phoenix-wing-9-80db-metal-coat-navy,BX-00,9-80,DB,Phoenix Wing,matched,resolved,1.0,10.466666666666667,29.1,1012.6666666666666,2815.0,31.53333333333333,34.4,10.1,28.3,1.0,1.0,0
Rucua,BX-00 CoroCoro Starter Cobalt Dragoon 2-60C Metal Coat: Black,Starter,Takara Tomy,1999.0,MXN,InStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de cuerda (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-corocoro-starter-cobalt-dragoon-2-60c-metal-coat-black,2026-09-21,rucua_bx-00-corocoro-starter-cobalt-dragoon-2-60c-metal-coat-black,BX-00,2-60,C,Cobalt Dragoon,matched,resolved,1.0,8.4,23.6,811.6666666666666,2277.0,26.599999999999998,34.1,8.266666666666667,23.6,1.0,1.0,1
Rucua,BX-00 Custom Grip Clear Black Ver.,Other,Takara Tomy,1099.0,MXN,InStock,0,0,0,0,0,0,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Agarre (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-custom-grip-clear-black-ver,2026-09-21,rucua_bx-00-custom-grip-clear-black-ver,BX-00,,,,no_blade_expected,not_applicable,,,,,,,,,,,,1
Rucua,BX-00 Starter Dran Sword 1-60V Metal Coat: Black J.League Ver.,Starter,Takara Tomy,1999.0,MXN,OutOfStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), planilla de stickers (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-dran-sword-1-60v-metal-coat-black-j-league-ver,2026-09-21,rucua_bx-00-dran-sword-1-60v-metal-coat-black-j-league-ver,BX-00,1-60,V,Dran Sword,matched,resolved,1.0,25.866666666666664,75.5,2498.0,7289.0,31.666666666666668,35.1,26.433333333333334,77.5,1.0,1.0,0
Rucua,BX-00 G3 Tournament Prize Knight Shield 3-80N Metal Coat: Gold,Other,Takara Tomy,4799.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1).",https://rucua.com/products/bx-00-g3-tournament-prize-knight-shield-3-80n-metal-coat-gold,2026-09-21,rucua_bx-00-g3-tournament-prize-knight-shield-3-80n-metal-coat-gold,BX-00,3-80,N,Knight Shield,matched,resolved,1.0,1.1,1.6,105.66666666666667,152.0,29.433333333333334,34.3,0.9333333333333332,1.2,1.0,1.0,1
Rucua,BX-00 Random Booster Lightning L drago 1-60F,Booster,Takara Tomy,1259.0,MXN,OutOfStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-random-booster-lightning-l-drago-1-60f,2026-09-21,rucua_bx-00-random-booster-lightning-l-drago-1-60f,BX-00,1-60,F,,ambiguous_blade,ambiguous,1.0,39.35,75.5,3801.0,7289.0,29.200000000000003,35.1,39.85,77.5,0.6666666666666666,0.6666666666666666,0
Rucua,BX-00 Red Extreme Stadium,Other,Takara Tomy,1999.0,MXN,InStock,0,0,0,0,2,0,0,1,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Partes de estadio (2), clip de estadio (4), tarjeta Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-red-extreme-stadium,2026-09-21,rucua_bx-00-red-extreme-stadium,BX-00,,,,no_blade_expected,not_applicable,,,,,,,,,,,,1
Rucua,BX-00 Starter Dran Dagger 2-80GP Metal Coat: Black Giants Ver.,Starter,Takara Tomy,2999.0,MXN,InStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-starter-dran-dagger-2-80gp-metal-coat-black-giants-ver,2026-09-21,rucua_bx-00-starter-dran-dagger-2-80gp-metal-coat-black-giants-ver,BX-00,2-80,GP,Dran Dagger,matched,resolved,1.0,0.7000000000000001,1.0,65.66666666666667,95.0,28.099999999999998,31.9,0.6,0.9,1.0,1.0,1
Rucua,BX-00 Starter Phoenix Wing 9-60GF Metal Coat: Black – Kitani Tatsuya Ver.,Starter,Takara Tomy,4999.0,MXN,OutOfStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-starter-phoenix-wing-9-60gf-metal-coat-black-kitani-tatsuya-ver,2026-09-21,rucua_bx-00-starter-phoenix-wing-9-60gf-metal-coat-black-kitani-tatsuya-ver,BX-00,9-60,GF,Phoenix Wing,matched,resolved,1.0,32.56666666666667,67.9,3146.3333333333335,6555.0,31.53333333333333,33.9,32.1,67.4,1.0,1.0,0
Rucua,BX-00 Starter Storm Pegasus 3-70RA,Starter,Takara Tomy,1099.0,MXN,OutOfStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de cuerda (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-starter-storm-pegasus-3-70ra,2026-09-21,rucua_bx-00-starter-storm-pegasus-3-70ra,BX-00,3-70,RA,Storm Pegasis,matched,resolved,1.0,1.9333333333333333,2.9,186.33333333333334,279.0,34.46666666666667,42.9,1.7333333333333334,2.7,1.0,1.0,0
Rucua,BX-00 Starter Xeno Excalibur 3-60GF,Starter,Takara Tomy,1599.0,MXN,InStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-starter-xeno-excalibur-3-60gf,2026-09-21,rucua_bx-00-starter-xeno-excalibur-3-60gf,BX-00,3-60,GF,Xeno Xcalibur,matched,resolved,1.0,15.766666666666667,46.5,1521.0,4488.0,31.399999999999995,33.4,15.4,45.5,1.0,1.0,1
Rucua,BX-00 String Launcher Violet Ver.,Launcher,Takara Tomy,1499.0,MXN,InStock,0,0,0,1,0,0,1,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Lanzador de cuerda (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-00-string-launcher-violet-ver,2026-09-21,rucua_bx-00-string-launcher-violet-ver,BX-00,,,,no_blade_expected,not_applicable,,,,,,,,,,,,1
Rucua,BX-01 Starter Dran Sword 3-60F,Starter,Takara Tomy,799.0,MXN,InStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un deporte competitivo de gran velocidad y batallas extremas mediante su sistema de aceleración X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-01-starter-dran-sword-3-60f,2026-09-21,rucua_bx-01-starter-dran-sword-3-60f,BX-01,3-60,F,Dran Sword,matched,resolved,1.0,17.166666666666668,46.5,1658.3333333333333,4488.0,28.099999999999998,33.4,16.400000000000002,45.5,1.0,1.0,1
Rucua,BX-02 Starter Hells Scythe 4-60T,Starter,Takara Tomy,799.0,MXN,InStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un deporte competitivo de gran velocidad y batallas extremas mediante su sistema de aceleración X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-02-starter-hells-scythe-4-60t,2026-09-21,rucua_bx-02-starter-hells-scythe-4-60t,BX-02,4-60,T,Hells Scythe,matched,resolved,1.0,3.9333333333333336,6.2,379.6666666666667,602.0,30.066666666666666,32.7,3.466666666666667,5.5,1.0,1.0,1
Rucua,BX-03 Starter Wizard Arrow 4-80B,Starter,Takara Tomy,799.0,MXN,OutOfStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un deporte competitivo de gran velocidad y batallas extremas mediante su sistema de aceleración X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-03-starter-wizard-arrow-4-80b,2026-09-21,rucua_bx-03-starter-wizard-arrow-4-80b,BX-03,4-80,B,Wizard Arrow,matched,resolved,1.0,6.333333333333333,17.7,610.3333333333334,1713.0,26.900000000000002,34.2,6.199999999999999,17.7,1.0,1.0,0
Rucua,BX-04 Starter Knight Shield 3-80N,Starter,Takara Tomy,799.0,MXN,InStock,1,1,1,1,0,1,1,0,"BEYBLADE X es un deporte competitivo de gran velocidad y batallas extremas mediante su sistema de aceleración X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), lanzador de jareta (1), jareta (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-04-starter-knight-shield-3-80n,2026-09-21,rucua_bx-04-starter-knight-shield-3-80n,BX-04,3-80,N,Knight Shield,matched,resolved,1.0,1.1,1.6,105.66666666666667,152.0,29.433333333333334,34.3,0.9333333333333332,1.2,1.0,1.0,1
Rucua,BX-05 Booster Wizard Arrow 4-80B,Booster,Takara Tomy,599.0,MXN,InStock,1,1,1,0,0,1,0,0,"BEYBLADE X es un gear sport que presenta batallas extremas con increíble velocidad e impacto gracias a su truco de superaceleración, X-Dash.
Contenido del producto: Blade (1), Ratchet (1), Bit (1), Beycode (1), manual de instrucciones (1).",https://rucua.com/products/bx-05-booster-wizard-arrow-4-80b,2026-09-21,rucua_bx-05-booster-wizard-arrow-4-80b,BX-05,4-80,B,Wizard Arrow,matched,resolved,1.0,6.333333333333333,17.7,610.3333333333334,1713.0,26.900000000000002,34.2,6.199999999999999,17.7,1.0,1.0,1
